participant,similarity,phase,pathway,var_topk,n_pcs_90,n_pcs_99,run_id,condition_name,routing,dim_hidden,init_scale,log10_init,participant_run
sim_study2_same_sub9,same,post_A,combined,0.9998043183247484,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub9
sim_study2_same_sub9,same,post_B,combined,0.9996743347613908,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub9
sim_study2_same_sub9,same,post_A2,combined,0.9996423194331127,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub9
sim_study1_same_sub58,same,post_A,combined,0.999371065181158,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub58
sim_study1_same_sub58,same,post_B,combined,0.9993206097358529,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub58
sim_study1_same_sub58,same,post_A2,combined,0.999189954119803,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub58
sim_study2_same_sub32,same,post_A,combined,0.9997732787925406,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub32
sim_study2_same_sub32,same,post_B,combined,0.9994464316558473,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub32
sim_study2_same_sub32,same,post_A2,combined,0.9993604545363561,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub32
sim_study1_same_sub9,same,post_A,combined,0.9999116806077246,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub9
sim_study1_same_sub9,same,post_B,combined,0.9995917850475031,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub9
sim_study1_same_sub9,same,post_A2,combined,0.999469440334635,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub9
sim_study1_same_sub40,same,post_A,combined,0.9998498589507745,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub40
sim_study1_same_sub40,same,post_B,combined,0.9996172476047693,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub40
sim_study1_same_sub40,same,post_A2,combined,0.9995535071520257,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub40
sim_study1_same_sub44,same,post_A,combined,0.999864951367079,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub44
sim_study1_same_sub44,same,post_B,combined,0.9994220708735129,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub44
sim_study1_same_sub44,same,post_A2,combined,0.9992004939179315,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub44
sim_study1_same_sub50,same,post_A,combined,0.9998661876522459,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub50
sim_study1_same_sub50,same,post_B,combined,0.9996363307123023,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub50
sim_study1_same_sub50,same,post_A2,combined,0.9995546470628838,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub50
sim_study1_same_sub63,same,post_A,combined,0.9999449252347647,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub63
sim_study1_same_sub63,same,post_B,combined,0.9995130440687819,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub63
sim_study1_same_sub63,same,post_A2,combined,0.9993750602163458,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub63
sim_study2_same_sub10,same,post_A,combined,0.9997167672864518,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub10
sim_study2_same_sub10,same,post_B,combined,0.9995665845302741,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub10
sim_study2_same_sub10,same,post_A2,combined,0.9994975569316287,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub10
sim_study2_same_sub25,same,post_A,combined,0.9998516957743507,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub25
sim_study2_same_sub25,same,post_B,combined,0.9996993714145099,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub25
sim_study2_same_sub25,same,post_A2,combined,0.9996834596657755,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub25
sim_study1_same_sub38,same,post_A,combined,0.999970261605815,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub38
sim_study1_same_sub38,same,post_B,combined,0.999391381350577,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub38
sim_study1_same_sub38,same,post_A2,combined,0.9992094423219914,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub38
sim_study2_same_sub33,same,post_A,combined,0.9998635718894575,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub33
sim_study2_same_sub33,same,post_B,combined,0.9996832965925018,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub33
sim_study2_same_sub33,same,post_A2,combined,0.9996358189265017,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub33
sim_study1_same_sub33,same,post_A,combined,0.9998925628288511,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub33
sim_study1_same_sub33,same,post_B,combined,0.9998078638915047,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub33
sim_study1_same_sub33,same,post_A2,combined,0.9997906800397467,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub33
sim_study2_same_sub38,same,post_A,combined,0.9999297381587293,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub38
sim_study2_same_sub38,same,post_B,combined,0.9997309617445762,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub38
sim_study2_same_sub38,same,post_A2,combined,0.999647541541873,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub38
sim_study1_same_sub5,same,post_A,combined,0.9998364367632023,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub5
sim_study1_same_sub5,same,post_B,combined,0.999395816017618,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub5
sim_study1_same_sub5,same,post_A2,combined,0.9992288789500134,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub5
sim_study2_same_sub51,same,post_A,combined,0.9998697962639802,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub51
sim_study2_same_sub51,same,post_B,combined,0.9994924861759119,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub51
sim_study2_same_sub51,same,post_A2,combined,0.9993912359681937,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub51
sim_study1_same_sub60,same,post_A,combined,0.9998041806884705,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub60
sim_study1_same_sub60,same,post_B,combined,0.9996075602944385,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub60
sim_study1_same_sub60,same,post_A2,combined,0.9995511514538078,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub60
sim_study1_same_sub55,same,post_A,combined,0.9998499023604783,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub55
sim_study1_same_sub55,same,post_B,combined,0.9996838797822613,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub55
sim_study1_same_sub55,same,post_A2,combined,0.9996168388273545,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub55
sim_study2_same_sub61,same,post_A,combined,0.9999196518784578,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub61
sim_study2_same_sub61,same,post_B,combined,0.9997342357235004,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub61
sim_study2_same_sub61,same,post_A2,combined,0.9996765763372644,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub61
sim_study2_same_sub31,same,post_A,combined,0.9999104113419914,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub31
sim_study2_same_sub31,same,post_B,combined,0.9994544100354921,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub31
sim_study2_same_sub31,same,post_A2,combined,0.9993002960349425,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub31
sim_study2_same_sub59,same,post_A,combined,0.9998071972172546,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub59
sim_study2_same_sub59,same,post_B,combined,0.9995992386684074,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub59
sim_study2_same_sub59,same,post_A2,combined,0.9995389036800988,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub59
sim_study2_same_sub72,same,post_A,combined,0.999911752558013,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub72
sim_study2_same_sub72,same,post_B,combined,0.9998108412096434,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub72
sim_study2_same_sub72,same,post_A2,combined,0.9997877469211695,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub72
sim_study1_same_sub1,same,post_A,combined,0.9998591430543248,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub1
sim_study1_same_sub1,same,post_B,combined,0.9995898124420076,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub1
sim_study1_same_sub1,same,post_A2,combined,0.9994937231727549,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study1_same_sub1
sim_study2_same_sub34,same,post_A,combined,0.9996249651285521,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub34
sim_study2_same_sub34,same,post_B,combined,0.9994785933514522,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub34
sim_study2_same_sub34,same,post_A2,combined,0.9993991686669995,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub34
sim_study2_same_sub47,same,post_A,combined,0.9998471287697099,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub47
sim_study2_same_sub47,same,post_B,combined,0.9994454703398374,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub47
sim_study2_same_sub47,same,post_A2,combined,0.9992452110195863,2,2,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001,two_module_rnn_6_no_comms_nb2_init0.001,shared,6,0.001,-3.0,two_module_rnn_6_no_comms_nb2_init0.001_nb2_shared_sp0_sep_cr_RNN_init0.001__sim_study2_same_sub47
