run_id,condition,seed,init_scale,cyclic_pattern,participants_per_condition,mse,f2_neg_sep,routing_separation,genome
cnear_s2_i2.0_pABABAB_ppc3,near,2,2.0,ABABAB,3,0.3782255806028843,-0.666666641831398,0.666666641831398,111011000100
cnear_s2_i2.0_pABABAB_ppc3,near,2,2.0,ABABAB,3,0.37064004256748234,-0.3333333283662796,0.3333333283662796,100011001000
cnear_s2_i2.0_pABABAB_ppc3,near,2,2.0,ABABAB,3,0.36020955118135767,-0.1666666865348816,0.1666666865348816,101010101101
cnear_s2_i2.0_pABABAB_ppc3,near,2,2.0,ABABAB,3,0.3538661909791139,-0.1666666567325592,0.1666666567325592,100010110100
cnear_s2_i2.0_pABABABAB_ppc2,near,2,2.0,ABABABAB,2,0.32167299695569895,-1.0,1.0,000000111111
cnear_s2_i2.0_pABABABAB_ppc2,near,2,2.0,ABABABAB,2,0.20959376472305377,-0.8333333283662796,0.8333333283662796,100000111111
cnear_s2_i2.0_pABABABAB_ppc2,near,2,2.0,ABABABAB,2,0.20663088508319624,-0.1666666865348816,0.1666666865348816,111010101010
cnear_s2_i2.0_pABABABAB_ppc3,near,2,2.0,ABABABAB,3,0.5037682254252762,-1.0,1.0,000000111111
cnear_s2_i2.0_pABABABAB_ppc3,near,2,2.0,ABABABAB,3,0.44748918363160783,-0.8333333283662796,0.8333333283662796,000001111111
cnear_s2_i2.0_pABABABAB_ppc3,near,2,2.0,ABABABAB,3,0.43273219522945156,-0.6666666865348816,0.6666666865348816,000000010111
cnear_s2_i2.0_pABABABAB_ppc3,near,2,2.0,ABABABAB,3,0.37781807137974377,-0.4999999701976776,0.4999999701976776,001100111011
cnear_s3_i0.001_pABABAB_ppc2,near,3,0.001,ABABAB,2,0.5010799458673731,-1.0,1.0,000000111111
cnear_s3_i0.001_pABABAB_ppc2,near,3,0.001,ABABAB,2,0.41018571742725646,-0.8333333283662796,0.8333333283662796,000001111111
