,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24
A_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6782936654635705e-05,0.0018501298036426306,-0.001106936833821237,-0.0007053724257275462,-0.0015024991007521749,-0.0016703406581655145,-0.0008099254337139428,-0.00040315467049367726,-0.0006879508146084845,0.0005304869264364243,0.0001903717202367261,0.0009333359776064754,1.2875386346422601e-05,-0.0007414538413286209,-0.0006533496198244393,-0.0009590840782038867,-0.0009473147219978273,-0.0027548575308173895,-0.0006806861492805183,0.00079013267531991,0.000579956395085901,0.0007748645730316639,-0.0014975151279941201,-0.0012870714999735355,0.0005769302370026708
A_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002113486872985959,-0.0027193680871278048,9.579632023815066e-05,0.0008838590001687407,0.0012848005862906575,-0.0006975230644457042,-0.0007646071608178318,-9.789950854610652e-05,-0.0007862850907258689,0.0007939327042549849,-0.0007422020426020026,-0.000845408474560827,0.000575625745113939,0.0001602558622835204,0.000910280563402921,0.00041231667273677886,-0.00039758221828378737,-0.0006284267292357981,-0.0012841579737141728,0.00046013083192519844,0.000992952031083405,-0.00014783025835640728,0.000420380849391222,-0.0004267106996849179,-0.0010263951262459159
A_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006337735685519874,0.0008705066284164786,0.00036437157541513443,0.001247046166099608,0.0006863452726975083,0.002063675783574581,0.00030145287746563554,-0.00019383549806661904,-0.0007617571391165257,-7.593385089421645e-05,-8.016052743187174e-05,-2.3341724954661913e-05,-0.0002456604561302811,7.211177580757067e-05,-0.00047543682740069926,-0.0020084127318114042,6.513547123176977e-05,-7.742194611637387e-06,-0.00034803987364284694,0.0009336340590380132,-0.0004006140516139567,0.00130833825096488,0.00074287987081334,0.00031127146212384105,0.00041180808329954743
A_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003530904068611562,0.00024535448756068945,-0.002241268754005432,-0.0008742902427911758,-0.0005815065233036876,-0.0001686248288024217,0.0005255414871498942,-7.581289537483826e-05,0.0004848574462812394,0.0011173427337780595,0.0013308830093592405,-0.0006121762562543154,-0.0011740318732336164,-0.00011777157487813383,0.0010060413042083383,-0.0001339165319222957,-8.764360245550051e-05,0.001063055358827114,-0.0017518026288598776,0.0018659844063222408,-0.0008327761897817254,-0.0002604961337056011,-8.063636778388172e-05,6.147587555460632e-05,-0.0005171261727809906
A_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006198093760758638,0.0006341364933177829,0.000860497122630477,-0.0004601428227033466,0.0018000503769144416,-0.0004843421920668334,0.0012271441519260406,0.004073540214449167,0.001286733546294272,-0.00011765253293560818,0.00024200907500926405,-0.0004900741623714566,-0.0007114633917808533,-0.0006474537076428533,-0.0008300869376398623,-0.0012097804574295878,0.0019280440174043179,-4.848800381296314e-05,-0.0008127328474074602,-0.0006907713250257075,0.00031653206679038703,0.0006784157012589276,6.387103439919883e-06,0.0010945874964818358,-0.00034373608650639653
A_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018628535326570272,-0.0011057971278205514,-0.00011358008487150073,-0.00038074044277891517,0.0004970426671206951,-0.0003453099634498358,0.0011512645287439227,0.0004498433554545045,-0.0010473511647433043,-7.204876601463184e-05,0.0008868904551491141,-0.0012643513036891818,-2.845402923412621e-05,-0.00031018699519336224,-0.0014314097352325916,5.0933776947204024e-05,-0.0006500913295894861,-0.0023645982146263123,0.00015299723600037396,0.000524183502420783,-7.880188604758587e-06,-0.0008770480053499341,0.0003325317520648241,4.194187931716442e-05,0.0008298879256471992
A_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013599834637716413,0.0005561485304497182,-0.0005397581844590604,-0.0005670752143487334,-0.001988291973248124,-0.0007348944782279432,0.0001544920087326318,-0.0026608246844261885,-0.002182161435484886,-0.0006444963510148227,0.0029137812089174986,-0.0017437918577343225,0.000523377035278827,-0.0004459323245100677,-0.0012666110415011644,-0.0008628517389297485,0.0006964034982956946,0.0011228155344724655,0.0013338589342311025,0.0020266117062419653,-0.0009299861267209053,-0.0007774365367367864,7.598227239213884e-05,0.0008269055979326367,0.0010753021342679858
A_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000960331701207906,-0.0005727570969611406,-0.000432325410656631,0.001193213160149753,-0.0021811106707900763,0.0011372759472578764,0.0005821887752972543,-0.0005722406785935163,0.0013409345410764217,0.0015961849130690098,0.0005636551650241017,0.0019657742232084274,1.1561132851056755e-05,0.00038022990338504314,8.865355084708426e-06,-0.000850390293635428,-9.309573215432465e-05,0.0004633983480744064,0.0008606562041677535,0.0012255796464160085,-0.0008020562236197293,-0.0009889134671539068,0.0013993846951052547,-0.001646937569603324,-0.0013983090175315738
A_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012355754151940346,0.0011266316287219524,-0.0010655225487425923,0.00015347838052548468,0.0013704648008570075,-0.00014170380018185824,-0.00041290250374004245,0.0009490863885730505,0.0013273447984829545,-0.0006991835543885827,9.464984759688377e-05,-0.0006841914728283882,4.164651909377426e-05,-0.0007153768092393875,0.0019568626303225756,0.0001528987631900236,0.0007986330310814083,0.000591398507822305,-0.00030414771754294634,-0.001115292077884078,-0.0004996808129362762,0.0011695858556777239,-0.0016786947380751371,-0.00019606408022809774,-3.34796350216493e-05
A_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003861063742078841,0.00032740485039539635,-0.00031447195215150714,-0.0015091701643541455,-0.00032050078152678907,-0.0016375015256926417,-0.0015058234566822648,-0.0007602731348015368,-9.815034718485549e-05,0.00011787768744397908,0.0027017120737582445,-0.0011205222690477967,-0.0010126048000529408,-0.001252596266567707,-0.0010523120872676373,-0.001268895692192018,0.0008619506261311471,-0.0005114662926644087,0.0008862987160682678,-0.0004337603459134698,-0.0011892059119418263,0.0019420816097408533,0.001398105057887733,0.0023875872138887644,0.0011342563666403294
