config_name,comm_bandwidth,q_metric,sparsity,q_newman,intra_fraction,inter_fraction
two_module_rich_50_none,none,0.5,0.0,0.4998843034819125,1.0,0.0
two_module_rich_50_low,low,0.12241222012029462,0.6066522598266602,-0.8974243006241522,0.39334774017333984,0.6066522598266602
two_module_rich_50_high,high,0.12000368442340714,0.6128936409950256,-0.9137006642915004,0.387106329202652,0.6128936409950256
two_module_lazy_50_none,none,0.5,0.0,0.49999983524826647,1.0,0.0
two_module_lazy_50_low,low,0.4989902830604826,0.0010107374982908368,0.49762552070706345,0.9989892840385437,0.0010107374982908368
two_module_lazy_50_high,high,0.4990258793732228,0.0009750704630278051,0.4943666732497576,0.9990249276161194,0.0009750704630278051
two_module_gamma_e_1_50_none,none,0.5,0.0,0.4999986393020696,1.0,0.0
two_module_gamma_e_1_50_low,low,0.48098677563844017,0.019381733611226082,0.46083043450920425,0.9806182384490967,0.019381733611226082
two_module_gamma_e_1_50_high,high,0.48040563318896373,0.019985979422926903,0.4598281660758339,0.9800140261650085,0.019985979422926903
