,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24
B_11,-0.00031779773416928947,-0.0004434059956111014,-0.00023433499154634774,-0.0012847769539803267,5.991426223772578e-05,-6.620658678002656e-05,0.00017416433547623456,-0.00021085215848870575,0.0006424137391149998,-0.0017499246168881655,0.0008320952765643597,-0.0014310909900814295,-0.00011357598850736395,0.00030171265825629234,0.001062354538589716,-0.000903046689927578,-0.0007151347817853093,0.0009972270345315337,0.0006468822830356658,0.0002452023618388921,0.0017702929908409715,-0.0010197171941399574,-0.001794275944121182,-0.0003333273925818503,-3.8237445551203564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_12,0.0010650440817698836,0.0012288541765883565,0.0006246153498068452,-0.001246857107616961,0.00014583671872969717,-0.0016608912264928222,0.0005984660238027573,-6.236721674213186e-05,0.0010584373958408833,0.00016548161511309445,0.0004764942277688533,-0.0003848200140055269,0.00022380043810699135,-0.0016892371932044625,0.0009675981709733605,0.0012419979320839047,0.0016893979627639055,-0.0004560741945169866,0.002175399102270603,-0.0006521140458062291,0.00030154685373418033,-0.00020613834203686565,0.00026664635515771806,-0.0021042535081505775,-0.0015087148640304804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_13,-0.0005756180617026985,-0.00048293278086930513,-0.0003686166019178927,0.00025907126837410033,7.2985771112144e-05,-0.00023617000260856003,-0.0016473060240969062,0.00013496287283487618,0.00043399480637162924,-0.0010059456108137965,-0.00029553487547673285,-0.0001789027446648106,0.0001221233542310074,0.0010602108668535948,-0.00021806771110277623,-0.0005116750253364444,0.0006543970084749162,-0.00039157108403742313,-0.00102716323453933,-0.0002029242314165458,0.000935860734898597,0.0002151727967429906,0.00026315386639907956,0.00024821009719744325,-0.0004535397165454924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_14,-0.000915049749892205,-0.0017431958112865686,-1.2523632904049009e-05,0.001040876843035221,0.0005968741024844348,-0.0008366404799744487,0.0005927495076321065,-0.0015114358393475413,0.0011841780506074429,7.439975888701156e-05,-0.0007078882772475481,-0.0001772748219082132,-0.00032594098593108356,5.478183811646886e-05,0.001307169091887772,-0.0010358220897614956,0.0009867128683254123,0.0011728362878784537,-0.0007507723639719188,0.000762120180297643,0.0012119158636778593,-0.0013375153066590428,-0.0015558566665276885,0.0006959146703593433,-0.0007871948182582855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_15,0.0005246168584562838,0.0002382017846684903,0.0009894439717754722,-0.0006562972557730973,0.001208110828883946,-0.0007414148421958089,-0.001289930660277605,-0.0008246552315540612,0.00076945626642555,-0.0010357125429436564,0.00020957793458364904,-2.422371289867442e-05,0.0005653303815051913,0.0006179780466482043,0.0001687266048975289,0.0005472228513099253,-0.00025580349029041827,0.0005789029528386891,-0.0005434992490336299,-0.0004584002017509192,0.0008276515291072428,0.0015960249584168196,-0.0006054312689229846,-0.0004280514258425683,0.0006263275863602757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_16,0.002204733667895198,-7.637522503500804e-05,0.00019090484420303255,3.326700607431121e-05,-0.0017299349419772625,-0.0026928044389933348,-1.3729136298934463e-05,-0.0008953983779065311,0.0004794362175744027,0.0006077738362364471,0.0004680540878325701,0.002719583222642541,-0.0009578061290085316,0.0010004041250795126,-0.0011890160385519266,0.0006760672549717128,-0.0008000068482942879,-0.0006375113152898848,0.0005062529817223549,0.0005215873243287206,-0.0011392331216484308,0.0009440411231480539,0.00019067329412791878,0.00021527704666368663,-0.0011163289891555905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_17,-3.213257878087461e-05,0.0018816746305674314,0.0009892372181639075,0.00019433653505984694,0.0009444599854759872,0.001210961490869522,0.0013437801972031593,-0.0011753978906199336,-0.0011202117893844843,0.0011649823281913996,0.00038000152562744915,-0.0011152374790981412,-0.0005049052415415645,0.0012776169460266829,-0.0002386054111411795,-0.0009334540227428079,-0.00022530379646923393,0.0009098086738958955,0.000976197887212038,-0.0011987120378762484,-0.0006816579261794686,0.0002197120920754969,-7.98042310634628e-05,0.00011060516408178955,-0.0003937918518204242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_18,0.000354830059222877,0.0006972076371312141,0.0001673635997576639,-0.0007571730529889464,-0.0010128151625394821,-0.0005537693505175412,-0.0001562183169880882,0.0004787285579368472,0.0009337895317003131,0.0014574135420843959,-0.00019869326206389815,-0.0008071479387581348,0.0009657738264650106,0.0015865764580667019,-0.0004172930202912539,0.0005838710931129754,-0.0008197282440960407,0.000155897083459422,0.00016419430903624743,-3.634657332440838e-05,-0.00019168485596310347,-0.0010865902295336127,-0.0018475918332114816,-0.0009810773190110922,0.0004431054985616356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_19,-0.0017494517378509045,0.00042904133442789316,-0.0006507245707325637,-0.0015524232294410467,-0.0002994697424583137,-0.000702184159308672,0.00020808371482416987,-0.0015796947991475463,0.0007931066211313009,0.0004002827627118677,0.0005410828744061291,-0.0006135920411907136,-0.0008150930516421795,-0.0010478891199454665,-0.0008317355532199144,-0.0017353350995108485,-0.0011956514790654182,-0.0006555690197274089,-0.0011541645508259535,0.0018084702314808965,7.207527232822031e-05,-0.0002597507555037737,0.00014917427324689925,0.00111102731898427,0.0003066271310672164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_20,0.00028157749329693615,0.0006421192665584385,0.0011772799771279097,-0.0005178242572583258,0.0007819755119271576,-0.0007243957952596247,-0.0008893130579963326,0.0022659210953861475,0.0015722367679700255,-0.0013304189778864384,0.001712967874482274,-0.0005369358113966882,-0.0004500553768593818,3.487407957436517e-05,0.0008021225803531706,0.0016364932525902987,-0.0004876478051301092,0.00017301303159911186,5.830492682434851e-06,-0.0001792780967662111,-0.0007700847345404327,0.0007198074017651379,0.0007584547274746001,0.0005574842798523605,6.068759103072807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_21,0.00011732070561265573,-0.001453384873457253,-0.0008151485817506909,-0.0009983346099033952,-0.000583087035920471,-0.001101855537854135,0.00020424537069629878,-0.0003703827387653291,-0.0008149277418851852,0.0010285049211233854,5.2036433771718293e-05,-0.00038732783286832273,8.729049295652658e-05,0.0002233647828688845,0.0016169063746929169,-0.0014447097200900316,0.00019644411804620177,-0.0007789240917190909,0.0013047077227383852,0.00015798668027855456,-0.0006980577018111944,0.001010795240290463,0.0012346277944743633,0.0026645048055797815,0.001092650811187923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_22,0.0005808057030662894,0.000917345576453954,-0.0015208118129521608,0.0005689370445907116,-0.0003147543757222593,0.0007367749931290746,-0.0001350942038698122,-0.0005443529225885868,-0.0007193790515884757,0.0005725171649828553,0.0013517366023734212,-0.0002560896391514689,3.1734962249174714e-05,0.001663863193243742,0.0010626704897731543,-0.00041793828131631017,0.0008528815815225244,4.235845699440688e-05,-0.0012176448944956064,0.0005719428299926221,0.0005645141936838627,-0.0010913318255916238,0.0018004251178354025,-0.001352976425550878,0.0004405751242302358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_23,-0.0004088912100996822,0.0009533073171041906,-0.0017239694716408849,0.0005741933709941804,-0.0009928414365276694,-0.0010724295862019062,0.0004655705706682056,-0.0006054412224330008,7.29104158381233e-06,-0.0014914816711097956,-0.0011402639793232083,-0.000782629766035825,-0.0010761370649561286,-0.0005215444252826273,-0.0003801553975790739,0.00028443659539334476,0.00040677719516679645,0.0008621389861218631,-0.00041458633495494723,0.0003089710371568799,0.0008776604081504047,-0.0009525870555080473,-0.0018056436674669385,0.0005818204372189939,0.00037953624268993735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_24,-5.467030860017985e-05,-0.0010417094454169273,0.0006966451182961464,0.00035724748158827424,0.0007322366582229733,0.0009457349660806358,-0.0005831599701195955,0.0010370038216933608,0.001337412279099226,0.0006982088671065867,-0.0020687023643404245,0.0012356691295281053,0.00018341522081755102,-0.0006620178464800119,-0.0005884637357667089,-0.0017566595925018191,0.0012012631632387638,-0.0006654245662502944,-0.00013614509953185916,-0.00034399545984342694,0.0009944569319486618,0.0004320514271967113,0.0014017345383763313,0.0008226766367442906,0.0010359649313613772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
