participant,index,task_section,feature_idx,stimID,taskID,feat_val,noisy_feedback_value,resp_reactiontime,dial_resp,resp_error,points,correct_afc,resp_left,click_reactiontime,aggregatePoints,debrief_tools,condition,block
study1_far_sub2,0,A1,0.0,3,0,1.3641026995574896,1.4839463334720897,11.979,1.5420182956951416,0.1779155961376519,6,,,3.899,6,no,far,0
study1_far_sub2,1,A1,1.0,3,0,3.7225263548561944,3.746126079727664,8.006,4.121303610746487,0.3987772558902929,2,,,3.934,8,no,far,0
study1_far_sub2,2,A1,0.0,2,0,4.510090632436087,4.458170867582125,16.397000000000002,2.8062862061435685,1.703804426292519,0,,,10.79,8,no,far,0
study1_far_sub2,3,A1,1.0,2,0,0.5853289805552055,0.697388098663746,8.277000000000001,1.5490973014008806,0.9637683208456752,0,,,3.418,8,no,far,0
study1_far_sub2,4,A1,0.0,0,0,2.670044548911411,2.546894810259126,6.36,2.434161124023887,0.2358834248875236,4,,,4.288,12,no,far,0
study1_far_sub2,5,A1,1.0,0,0,5.028468204210116,5.079503811371867,4.2940000000000005,6.158756997120933,1.1302887929108172,0,,,2.317,12,no,far,0
study1_far_sub2,6,A1,0.0,1,0,3.408171829555344,3.340686090209175,6.994,4.140829973167422,0.7326581436120785,0,,,3.851,12,no,far,0
study1_far_sub2,7,A1,1.0,1,0,5.766595484854049,5.879554688977615,6.002,2.3405595181448513,2.8571493404703885,0,,,3.1870000000000003,12,no,far,0
study1_far_sub2,8,A1,0.0,5,0,6.274908716421746,6.200726810980402,5.372,4.724050890728398,1.550857825693348,0,,,2.472,12,no,far,0
study1_far_sub2,9,A1,1.0,5,0,2.350147064540865,2.416865092972272,6.505,4.370607716405805,2.0204606518649397,0,,,5.392,12,no,far,0
study1_far_sub2,10,A1,0.0,11,0,5.423229105874952,5.379401210340215,24.877,3.1884333665057625,2.23479573936919,0,,,23.214,12,no,far,0
study1_far_sub2,11,A1,1.0,11,0,1.4984674539940706,,2.648,0.0381286511449382,1.4603388028491322,0,,,1.669,12,no,far,0
study1_far_sub2,12,A1,0.0,1,0,3.408171829555344,3.4633501867236403,4.159,2.061688195904753,1.3464836336505908,0,,,1.734,12,no,far,1
study1_far_sub2,13,A1,1.0,1,0,5.766595484854049,5.809959206143169,6.2940000000000005,0.064751448050607,0.5813412703761438,0,,,3.927,12,no,far,1
study1_far_sub2,14,A1,0.0,2,0,4.510090632436087,4.566252863024871,3.909,2.7628889577231255,1.747201674712962,0,,,1.952,12,no,far,1
study1_far_sub2,15,A1,1.0,2,0,0.5853289805552055,0.589673813602306,6.777,4.195875059555227,2.6726392281795643,0,,,2.701,12,no,far,1
study1_far_sub2,16,A1,0.0,0,0,2.670044548911411,2.6429769356244925,4.08,5.383779851388796,2.7137353024773847,0,,,2.903,12,no,far,1
study1_far_sub2,17,A1,1.0,0,0,5.028468204210116,4.9551986837546815,2.744,2.4083714604550512,2.6200967437550644,0,,,1.834,12,no,far,1
study1_far_sub2,18,A1,0.0,5,0,6.274908716421746,0.0183987056073657,3.474,6.020687346446376,0.2542213699753697,3,,,2.133,15,no,far,1
study1_far_sub2,19,A1,1.0,5,0,2.350147064540865,2.3066810803172353,3.918,3.0867027909956395,0.7365557264547746,0,,,2.601,15,no,far,1
study1_far_sub2,20,A1,0.0,3,0,1.3641026995574896,1.2518186363886188,4.015,4.263768960039924,2.899666260482434,0,,,1.877,15,no,far,1
study1_far_sub2,21,A1,1.0,3,0,3.7225263548561944,3.587166385395747,3.625,3.717507645752071,0.0050187091041236,4,,,2.001,19,no,far,1
study1_far_sub2,22,A1,0.0,11,0,5.423229105874952,5.302388716825906,3.587,6.249864146388349,0.8266350405133966,0,,,2.025,19,no,far,1
study1_far_sub2,23,A1,1.0,11,0,1.4984674539940706,,4.537,2.426560793560101,0.92809333956603,0,,,1.594,19,no,far,1
study1_far_sub2,24,A1,0.0,2,0,4.510090632436087,4.524192891645649,5.817,0.5564845107809472,2.329579185524446,0,,,2.892,19,no,far,2
study1_far_sub2,25,A1,1.0,2,0,0.5853289805552055,0.7135426817253381,4.391,3.0718061301761015,2.486477149620896,0,,,1.955,19,no,far,2
study1_far_sub2,26,A1,0.0,11,0,5.423229105874952,5.395942453008651,4.204,2.6497438357183,2.7734852701566526,0,,,1.302,19,no,far,2
study1_far_sub2,27,A1,1.0,11,0,1.4984674539940706,,5.3340000000000005,3.647452964658614,2.1489855106645432,0,,,3.184,19,no,far,2
study1_far_sub2,28,A1,0.0,1,0,3.408171829555344,3.600110709713553,4.628,0.4280681863776099,2.980103643177734,0,,,2.469,19,no,far,2
study1_far_sub2,29,A1,1.0,1,0,5.766595484854049,5.59738770025919,3.31,0.5373488908880916,1.053938713213629,0,,,1.317,19,no,far,2
study1_far_sub2,30,A1,0.0,0,0,2.670044548911411,2.666363513664309,4.545,3.856686598155824,1.186642049244413,0,,,1.848,19,no,far,2
study1_far_sub2,31,A1,1.0,0,0,5.028468204210116,4.994150210789564,2.905,5.698950583314346,0.6704823791042305,0,,,1.723,19,no,far,2
study1_far_sub2,32,A1,0.0,5,0,6.274908716421746,6.144216718137871,3.363,1.542894381169142,1.5511709719269824,0,,,1.292,19,no,far,2
study1_far_sub2,33,A1,1.0,5,0,2.350147064540865,2.212219506728616,3.672,2.6790598713289207,0.3289128067880558,2,,,1.713,21,no,far,2
study1_far_sub2,34,A1,0.0,3,0,1.3641026995574896,1.3482046567433938,3.636,3.6536717476783425,2.289569048120853,0,,,2.56,21,no,far,2
study1_far_sub2,35,A1,1.0,3,0,3.7225263548561944,3.6232006888282537,4.434,2.5178366470727735,1.2046897077834209,0,,,3.226,21,no,far,2
study1_far_sub2,36,A1,0.0,2,0,4.510090632436087,4.5799320282019735,3.788,5.931498060024888,1.4214074275888002,0,,,1.748,21,no,far,3
study1_far_sub2,37,A1,1.0,2,0,0.5853289805552055,0.6153389619502305,2.848,2.0331316005910764,1.447802620035871,0,,,1.647,21,no,far,3
study1_far_sub2,38,A1,0.0,3,0,1.3641026995574896,1.4491888025756128,4.591,5.763362144966102,1.8839258617709744,0,,,3.238,21,no,far,3
study1_far_sub2,39,A1,1.0,3,0,3.7225263548561944,3.549057335276665,2.716,2.3602267264034382,1.3622996284527562,0,,,1.83,21,no,far,3
study1_far_sub2,40,A1,0.0,1,0,3.408171829555344,3.376200004877409,3.669,1.5915187486873803,1.8166530808679633,0,,,2.793,21,no,far,3
study1_far_sub2,41,A1,1.0,1,0,5.766595484854049,5.744839569470096,2.6710000000000003,5.311119141751078,0.4554763431029709,2,,,1.677,23,no,far,3
study1_far_sub2,42,A1,0.0,5,0,6.274908716421746,0.0616883462621684,4.13,4.748831172994123,1.5260775434276228,0,,,2.334,23,no,far,3
study1_far_sub2,43,A1,1.0,5,0,2.350147064540865,2.262148608868986,10.297,2.9681755654184983,0.6180285008776334,0,,,2.115,23,no,far,3
study1_far_sub2,44,A1,0.0,11,0,5.423229105874952,5.468477627326051,3.637,0.1350117847135944,0.994967986018228,0,,,2.498,23,no,far,3
study1_far_sub2,45,A1,1.0,11,0,1.4984674539940706,,3.283,1.5205593019355557,0.0220918479414851,4,,,2.283,27,no,far,3
study1_far_sub2,46,A1,0.0,0,0,2.670044548911411,2.554133875307614,2.381,4.0601782388077705,1.3901336898963597,0,,,1.356,27,no,far,3
study1_far_sub2,47,A1,1.0,0,0,5.028468204210116,4.927337487190684,2.484,0.3262348292714582,1.580951932240929,0,,,1.638,27,no,far,3
study1_far_sub2,48,A1,0.0,5,0,6.274908716421746,0.0610155380831622,4.207,2.5575932312198657,2.565869821977706,0,,,2.144,27,no,far,4
study1_far_sub2,49,A1,1.0,5,0,2.350147064540865,2.3865919710335257,3.747,4.617844108844548,2.2676970443036835,0,,,3.053,27,no,far,4
study1_far_sub2,50,A1,0.0,0,0,2.670044548911411,2.6251938774489174,2.638,3.6861123586735456,1.0160678097621347,0,,,1.634,27,no,far,4
study1_far_sub2,51,A1,1.0,0,0,5.028468204210116,5.089351532768358,2.117,0.6305777572149348,1.8852948601844055,0,,,1.478,27,no,far,4
