participant,index,task_section,feature_idx,stimID,taskID,feat_val,noisy_feedback_value,resp_reactiontime,dial_resp,resp_error,points,correct_afc,resp_left,click_reactiontime,aggregatePoints,debrief_tools,condition,block
study2_far_sub34,0,A1,0.0,2,0,2.4844784637839794,2.4905462604517865,3.92,6.230666409829063,2.5369973611345022,0,,,2.655,0,no,far,0
study2_far_sub34,1,A1,1.0,2,0,4.315928741854734,4.225835640301337,8.666,5.8492096664418405,1.5332809245871069,0,,,3.868,0,no,far,0
study2_far_sub34,2,A1,0.0,0,0,4.338042136303849,4.532355036226315,4.039,4.649065565372323,0.3110234290684746,4,,,2.173,4,no,far,0
study2_far_sub34,3,A1,1.0,0,0,6.169492414374602,6.215868193739209,3.344,1.5985319616382443,1.712224854443228,0,,,2.138,4,no,far,0
study2_far_sub34,4,A1,0.0,5,0,0.3497411582369452,0.2597681103620469,4.666,4.442078982493428,2.190847482923103,0,,,3.652,4,no,far,0
study2_far_sub34,5,A1,1.0,5,0,2.181191436307699,,3.668,5.221881331785569,3.0406898954778696,0,,,2.516,4,no,far,0
study2_far_sub34,6,A1,0.0,7,0,5.89690789552318,5.88447939183861,4.316,3.0411663298204563,2.8557415657027234,0,,,2.144,4,no,far,0
study2_far_sub34,7,A1,1.0,7,0,1.4451728664143475,1.404744280953719,3.184,1.1664316885896084,0.2787411778247393,3,,,2.428,7,no,far,0
study2_far_sub34,8,A1,0.0,11,0,3.496855239042858,3.6137165243075713,5.284,3.1154791879288957,0.3813760511139623,1,,,4.429,8,no,far,0
study2_far_sub34,9,A1,1.0,11,0,5.328305517113612,5.341956509955286,3.282,4.800212800316841,0.5280927167967704,0,,,2.275,8,no,far,0
study2_far_sub34,10,A1,0.0,8,0,1.099453358920106,1.1262063189009524,5.48,2.4316810351262683,1.3322276762061622,0,,,4.6530000000000005,8,no,far,0
study2_far_sub34,11,A1,1.0,8,0,2.93090363699086,2.986432693180744,6.58,2.4808730744160874,0.4500305625747725,1,,,5.966,9,no,far,0
study2_far_sub34,12,A1,0.0,2,0,2.4844784637839794,2.3641811638398447,2.328,1.0026473279253325,1.4818311358586471,0,,,1.804,9,no,far,1
study2_far_sub34,13,A1,1.0,2,0,4.315928741854734,4.290797594518192,1.678,0.8490674484660814,2.816324013790934,0,,,1.305,9,no,far,1
study2_far_sub34,14,A1,0.0,7,0,5.89690789552318,6.064998161695825,4.0120000000000005,4.655389449247798,1.241518446275382,0,,,3.128,9,no,far,1
study2_far_sub34,15,A1,1.0,7,0,1.4451728664143475,1.4125160091963118,2.697,1.6571843005217146,0.2120114341073669,3,,,2.142,12,no,far,1
study2_far_sub34,16,A1,0.0,11,0,3.496855239042858,3.3338253244973326,2.6710000000000003,3.1761057977515716,0.3207494412912863,4,,,1.939,16,no,far,1
study2_far_sub34,17,A1,1.0,11,0,5.328305517113612,5.321060805742375,2.918,4.75463595501408,0.573669562099532,0,,,2.313,16,no,far,1
study2_far_sub34,18,A1,0.0,8,0,1.099453358920106,0.9733516550773368,5.393,0.5017762601457444,0.5976770987743617,2,,,4.117,18,no,far,1
study2_far_sub34,19,A1,1.0,8,0,2.93090363699086,2.8909991877802637,2.211,2.6958535775895145,0.2350500594013453,3,,,1.47,21,no,far,1
study2_far_sub34,20,A1,0.0,5,0,0.3497411582369452,0.4224610072657535,3.34,0.4170639381454391,0.0673227799084939,10,,,2.74,31,no,far,1
study2_far_sub34,21,A1,1.0,5,0,2.181191436307699,,2.165,1.9601130486280376,0.2210783876796613,2,,,1.549,33,no,far,1
study2_far_sub34,22,A1,0.0,0,0,4.338042136303849,4.4420033802629435,3.548,4.169073520288283,0.1689686160155661,3,,,2.96,36,no,far,1
study2_far_sub34,23,A1,1.0,0,0,6.169492414374602,6.172987297915739,1.893,5.74255514754831,0.4269372668262923,2,,,1.273,38,no,far,1
study2_far_sub34,24,A1,0.0,8,0,1.099453358920106,1.0684612259381785,2.954,2.430453823935278,1.3310004650151726,0,,,2.414,38,no,far,2
study2_far_sub34,25,A1,1.0,8,0,2.93090363699086,3.0339393728785065,2.651,2.2007224498447213,0.7301811871461386,0,,,2.146,38,no,far,2
study2_far_sub34,26,A1,0.0,5,0,0.3497411582369452,0.4289495857277043,3.006,0.798898693251089,0.4491575350141438,2,,,2.479,40,no,far,2
