participant,condition,study,A_rule,B_rule,A_weight_A1,kappa_A1,A_weight_B,kappa_B,A_weight_A2,kappa_A2,A_LL_B,B_LL_B,A_LL_A2,B_LL_A2
study2_far_sub25,far,2,1.626321,-1.515271,0.6490454768624597,1.3201435504536707,0.5522545599907409,2.091678460328337,0.6665000795721906,3.622969361337019,-107.8183315781278,-116.1511476139756,-108.02928238834248,-140.82569899448052
study2_far_sub26,far,2,-1.893345,1.248247,0.9192498691504044,7.62590915675215,1.091314877642393e-67,39.682661593363825,0.7666719801988364,5.376556973219176,-165.29994089753347,22.415140752436592,-97.3618122440845,-151.49129308795676
study2_far_sub27,far,2,1.920687,-1.220905,0.9007501494293957,2.170155499800658,0.1481481481481444,16.733586554760077,0.812736623560742,2.4505191568525526,-148.7617329562098,-70.14231330535786,-94.5725785467145,-154.0825527694733
study2_far_sub28,far,2,-1.460218,1.681375,0.9421172620042887,4.725706584672754,0.01852010213484046,10.20631516182697,0.6524204692961143,2.2431782218069283,-161.83925993921073,-27.135771865156293,-107.63111677501695,-141.22386373710333
study2_far_sub29,far,2,2.600806,-0.540787,0.7968246624192127,2.5299645282077354,0.16086756783927203,6.219313768217811,0.9989510004376838,2.9275407535702245,-149.5794555442844,-68.55116992945969,-60.59220270478799,-172.6895852145288
study2_far_sub3,far,2,-1.885896,1.255696,0.7747458875120989,3.1272033775161074,0.369831094043404,5.197129646945789,0.5165369946807371,5.009417738741105,-127.80857464717712,-96.16089492439689,-122.8414132260846,-126.01355636837876
study2_far_sub30,far,2,2.0159,-1.125693,0.9263075651922151,5.899025330657449,0.047381176002134755,4.690049103246418,0.8323907479261775,5.493525508669863,-157.2212581635122,-48.83230702343627,-79.84470479394741,-164.26202336495055
study2_far_sub31,far,2,-2.267503,0.8740900000000001,0.5636484796255596,0.8341057984009997,0.1151473081362243,4.343432541583114,0.1021442168258348,0.6714700320600816,-149.6775491965295,-68.35538151518207,-140.76710617286173,-108.08787240276743
study2_far_sub32,far,2,-1.683942,1.457651,1.0,10.264313904459533,2.0438018838235957e-09,8.928031470796089,1.3498594963324897e-08,5.001477026132342,-162.8641609588783,-19.179486551627335,-178.0325360712069,-40.52831520322291
study2_far_sub33,far,2,2.514632,-0.626961,0.9787392291587879,1.5415315886066365,1.3177656103125493e-06,2.751468069367273,0.9347963453776357,1.4308765775133987,-154.63342289848646,-56.766179753770665,-93.040602256712,-155.38569404252738
study2_far_sub34,far,2,1.83145,-1.310142,0.9814815022116413,8.932517632372566,0.09259233203876105,7.342363016978113,1.0,15.059636639736864,-152.50140571250367,-62.20730053812509,-4.82670389882542,-182.39986936679796
study2_far_sub35,far,2,-2.377851,0.763742,0.9915117390917253,1.7109086628697137,0.8107808524655712,0.3686067779149526,0.6370411723965916,2.3400646545968145,-104.45562693536166,-119.51384716794519,-110.47497409963464,-138.37999342564743
study2_far_sub37,far,2,-1.3285560000000003,1.813037,1.0,28.378241810499727,0.07407300627413556,6.540797630718346,0.17843689441133528,4.37191615339214,-153.7128797828741,-59.215115902742035,-157.5710991622785,-90.26225997053024
study2_far_sub38,far,2,1.7429759999999999,-1.3986159999999999,0.9361427677144728,4.613635483612944,0.019670266604244018,3.9094291164182,0.8366453935984404,0.5620680736364461,-156.47132490884312,-51.31883722591696,-109.41159382344594,-139.4433585205994
study2_far_sub39,far,2,1.6584479999999997,-1.483144,0.950012688000535,5.6459705984977315,0.05555555555555555,20.948115099120777,1.0,9.775800433481008,-158.72125842744862,-43.24505334911496,-18.412467857529354,-181.27049928988095
study2_far_sub4,far,2,-2.598287,0.543305,1.0,7.408283854220037,1.0706422787857514e-207,120.96107436302339,0.9000902751111589,5.15722835588546,-165.76106136980388,52.74267033040518,-74.27214419878554,-167.12940329036815
study2_far_sub40,far,2,1.35916,-1.782433,0.8232512403319691,2.6214514048643505,0.34054248241667484,2.579290717132237,0.8560348949873096,0.6048479310822782,-125.32833718012634,-98.64113464750692,-111.63068069640833,-137.22428324373155
study2_far_sub41,far,2,-2.227342,0.914251,0.9280766299205668,3.8325289108463205,0.009843746172531665,4.070685506115935,0.8959685280034937,1.9466852610671428,-158.43410984006104,-44.38866313368752,-88.19289258721304,-159.07092664608754
study2_far_sub42,far,2,2.305051,-0.836542,0.9271584958162782,0.8669450949500789,0.4565207934731734,1.1738590343714206,0.5413556878324225,0.726441197287792,-117.01320662525117,-106.95627247087711,-122.99184487768903,-125.86312485721797
study2_far_sub43,far,2,1.213952,-1.9276410000000002,0.8499545040094204,0.6470934235394312,0.2851012100958031,1.533920162029953,0.4035637989544435,0.9040830627162489,-126.57511778457975,-97.3943523750728,-128.58373317370777,-120.2712392429695
study2_far_sub45,far,2,-1.121884,2.019709,0.6993265568111697,1.1979293125988077,0.7038131957777415,0.9654116143215363,0.8528684074953339,0.21086251175335793,-101.84704956770541,-122.12242049711793,-119.70340267979883,-129.15156629345424
study2_far_sub46,far,2,2.317158,-0.8244350000000001,0.9926953836138875,1.7098613137564218,0.09735563047152558,3.4100177237000815,0.9975431514965437,3.5672059984736246,-152.99870062147122,-61.008393173438286,-53.03539680371901,-175.04050179330943
study2_far_sub47,far,2,1.256344,-1.885249,0.8151175583117395,5.961915824697939,0.2037035921187684,10.858886257175678,0.9833333333912232,15.526068680631441,-143.12799599612,-79.42467696980594,-21.44812351744632,-180.94473483751278
study2_far_sub48,far,2,1.200958,-1.940635,0.9100096604470232,2.554898720376248,0.08004869752612186,4.6436020703614584,0.016578540207137834,7.506785170338778,-152.5816194668436,-62.01653560212784,-179.04004191523006,-35.07963519454913
study2_far_sub49,far,2,1.597897,-1.543696,0.6132752168991229,4.642284232303084,0.4313639332269,3.0413788433932636,0.7666666665573756,13.3799745455855,-121.90545188591257,-102.06402162602355,-93.36840182688105,-155.11321142698807
study2_far_sub5,far,2,1.170546,-1.9710469999999998,0.8351021461061094,1.337346305255412,0.1312403494853883,6.691420806052898,0.9000399082606205,8.459534822478616,-149.61553457817934,-68.47928856405166,-59.58794905999269,-173.0285285080316
study2_far_sub50,far,2,-1.587338,1.554254,0.7542997974543804,7.10665591169547,0.3333333333329814,15.640234316122076,0.41260988999640086,11.072525705163002,-129.49302643961198,-94.47644315815916,-135.0934184203725,-113.76154766406856
study2_far_sub52,far,2,-1.147259,1.994334,0.829796943899567,1.832936163688361,0.018520547913472893,6.103750627232672,0.6135272433789937,4.1005117590105495,-159.38459760095216,-40.44080030366093,-109.34308927688174,-139.51188267934947
study2_far_sub53,far,2,-1.176869,1.9647239999999997,0.5074842147282289,1.5737143692244417,0.2654115123088425,1.4642860852223296,0.07014041579500536,1.7274641320543496,-126.91845173560398,-97.05101714614975,-157.472962635094,-90.39289055728791
study2_far_sub55,far,2,-1.155842,1.9857509999999998,0.6577801526836269,1.3648757662799267,0.15443100235751903,1.4626635744061456,0.5013108132985652,4.062369987397364,-135.94372203409813,-88.02518786867287,-120.39257697525329,-128.46239584426107
study2_far_sub56,far,2,2.547455,-0.594138,0.9372257982506343,3.9597224123536527,0.05590581170824178,6.3112030291920975,1.0,18.21641519090986,-156.9377519316198,-49.793177006329195,1.0731396108720328,-182.75665595605977
study2_far_sub57,far,2,-1.5336430000000003,1.60795,0.702804773172265,4.512691498620337,0.18518518718482987,16.245945945099567,0.2549541776234047,6.923235675902735,-145.34042317955735,-76.09434914760062,-152.43885811294382,-96.38020690430066
study2_far_sub58,far,2,-1.502241,1.6393510000000002,0.8106716634455926,3.276952478528844,4.5006158892094775e-31,31.891242799311694,0.9833333333332811,14.652875006398409,-165.13124998213712,16.426536816062164,-26.387486184060943,-180.3442567546
study2_far_sub6,far,2,1.824287,-1.317306,0.9242089080507344,4.944163130531195,0.33741267486572324,4.402215352100624,0.6839415543893023,3.2707678415286034,-126.31259903747524,-97.65687166746498,-105.76077996307042,-143.09418683654226
study2_far_sub62,far,2,-2.026191,1.115401,0.8777684990935284,0.5620452513746158,3.240476118329382e-16,16.3160969133655,0.757326785524146,1.087428284499973,-164.30285251963863,-2.103706353840547,-108.70434045697475,-140.15064415633717
study2_far_sub64,far,2,-1.177289,1.964304,0.5795596913935986,1.8362596240350397,0.16580080369110203,2.7156855537960727,0.7559639110714244,2.9573601603664157,-140.30534636598264,-83.17558804912348,-96.96667298204994,-151.87776732507285
study2_far_sub8,far,2,1.489686,-1.651907,1.0,8.688298963993494,0.41877793364978755,7.46560704069667,0.9833333333333333,19.659000261694064,-120.22567122733156,-103.74380206427615,-22.00292849223269,-180.88178029754215
study2_far_sub9,far,2,-1.3477430000000001,1.793849,0.9070506493548017,2.0955996024384715,0.17434613899818896,3.113788462650637,0.9500000000004735,14.54454339869683,-143.41670976457897,-79.01064900567185,-47.604097884100035,-176.46635677096904
study2_near_sub1,near,2,1.518091,0.994492,0.9376482605705588,26.287739579933874,0.04363746923933691,60.34319595719018,0.9993216365688354,31.707254621117844,-43.356912240953065,19.15577080802308,18.05872663570793,-42.61376762873416
study2_near_sub11,near,2,-2.2042,-1.680601,0.9306954493440782,0.8858795492057729,0.9366178658879701,0.8801549828550497,0.9150655307759273,0.39145855477728636,-89.81826355287777,-102.64741279903158,-112.52040812758743,-118.99206314994653
study2_near_sub12,near,2,-1.900892,-1.377293,0.9703684860007393,0.5958738733616491,0.9339675951367717,0.6348070100124118,0.9810169386780352,0.3536668950199235,-95.28847865535191,-103.41116373696525,-113.66132710301457,-133.47709322085177
study2_near_sub14,near,2,2.028539,1.5049400000000002,0.923402276599947,0.6985121842144594,0.640959250046437,1.6560404256219516,0.9319889929403963,1.1724433235210698,-76.63026940237721,-78.36853564155233,-93.56379405638296,-103.54421100966648
study2_near_sub15,near,2,-2.564311,-2.040712,0.9604554088139424,1.565677340658124,0.11814259783852846,2.95713989502639,0.9876808009663388,5.071884501123861,-63.79862355702459,-55.94363197957708,-39.898546317953475,-70.99113709007165
study2_near_sub16,near,2,-1.362082,-0.838483,0.5268311111945162,28.579418510214996,0.001303512591091988,15.637792301308322,0.0959093244295769,28.574942807611972,-57.56949571853668,-3.290085858064998,-30.280998672631647,5.783988411247912
study2_near_sub17,near,2,2.528907,2.005308,0.9059520160914768,1.3594220088766562,0.9334334454342986,1.8680416173136507,0.7201526982971984,2.0460463038855,-70.63401813835803,-84.1438813251826,-78.52852514039822,-83.86232091314392
study2_near_sub19,near,2,1.7740730000000002,1.250474,0.09873009387897025,0.20385165462863464,0.8959242545617428,2.871596756397163e-17,0.7528094579121497,0.12144106440559506,-112.99454970805066,-113.34230700213682,-120.36664389314475,-122.72939411982641
study2_near_sub2,near,2,-2.606862,-2.083263,0.9995179477482009,11.855073015130214,0.3033046469376106,4.755667930577719,0.9998842269195941,12.837582631657465,-49.41187063865306,-43.495044203096526,-9.809038601442788,-68.47213674990654
study2_near_sub20,near,2,1.452637,0.9290379999999999,0.9588932762676481,2.6743618193238774,0.04031045839488167,20.50738255909863,0.0010679145139267368,12.16960185080749,-47.4472397696328,-3.3259602716124808,-59.32168278640999,-11.475412390003918
study2_near_sub21,near,2,-1.571341,-1.047742,0.9339201169680105,2.9025375163198657,0.22771346410208673,20.29695361217844,0.008689129749407533,5.975327927136941,-40.767768237250046,-18.51443511787743,-72.76322774432998,-34.88006919372435
study2_near_sub26,near,2,2.481392,1.957793,0.9660700520009871,1.074774782085672,0.9256433466300313,1.3580423410880245,0.9940506977675061,1.5922576255720606,-80.53294954022391,-88.7389386114666,-84.43343574783776,-105.42540710946432
study2_near_sub27,near,2,-1.960642,-1.437043,0.9480827660592455,0.8048234465918851,0.00243232101102036,5.357213644453219,0.9761381146486136,1.760142213204208,-67.88077860179199,-34.29823314930824,-80.66906156195421,-96.5419445879955
study2_near_sub28,near,2,-1.629145,-1.105546,0.9526145958853485,0.7336801673111758,0.18543498139929557,1.906596080422855,0.9659662161074143,0.7503937447903887,-72.4875636527787,-70.67309028037846,-103.10505806008248,-113.64491121308724
study2_near_sub30,near,2,1.452812,0.929213,0.9296113883605422,1.5440862442639096,0.08055895636287531,4.897794512216422,0.976373339022863,2.1411382349820722,-57.462318010345676,-39.07796953801417,-73.0732799414271,-86.0964106807409
study2_near_sub31,near,2,2.318921,1.795322,0.3970425881828543,4.399180641426172,0.2856283654661574,26.33587974642179,0.9682399864160444,14.61248790002922,-36.29079785855565,-17.187287163847003,-11.299859464408339,-55.15923423964291
study2_near_sub32,near,2,1.541183,1.017584,0.9202613295359081,13.961007880249852,5.603680294758288e-06,29.01886265993224,0.7742805359392534,35.90281490836789,-56.7367484095435,13.834038047039442,-6.584187703541993,-42.04393233063292
study2_near_sub33,near,2,1.306354,0.782755,0.832091638686632,13.348037195674749,0.4166155997462287,5.718764351529859,0.09679045468090317,24.925677974660687,-38.2284819725429,-37.48773230455814,-29.384469542567146,-0.14201541239737892
study2_near_sub36,near,2,2.617831,2.094232,0.9234618085426791,1.2600469474928853,0.9112104961355549,0.8760104316193678,0.9620221865177011,0.9136540583669931,-90.16040228723625,-96.401998524357,-99.21008971690748,-112.34808594044058
study2_near_sub37,near,2,1.675559,1.15196,0.9497045738047496,2.7208488984093164,0.9072107502126878,1.1846889534578324,0.9280842810087473,3.2233198111096453,-84.25548840130313,-88.18240210352839,-56.77590076308467,-73.97229581409354
study2_near_sub38,near,2,-1.050074,-0.526475,0.9641602653130437,8.333746025536978,8.312724132056101e-08,93.21338332209245,2.2828064679269592e-05,109.62425336529428,-48.497583596718144,45.67336810363386,-44.73170178339055,55.63673168603633
study2_near_sub39,near,2,1.120766,0.597168,0.9995979673221936,7.9484545894276915,7.143946681395428e-05,60.10860263638961,0.9853860506525468,20.404170589620968,-35.177607461997574,33.74400807590736,4.1440598698863775,-27.166965046418166
study2_near_sub4,near,2,1.060889,0.53729,0.9985577895014323,27.60894852357061,0.18467609601392532,11.74369191420188,0.9804382090861344,17.55538315788476,-29.14851462046039,-15.320799879925154,-7.7999657170646906,-58.28067300234812
study2_near_sub41,near,2,1.39188,0.8682809999999999,0.986311240758585,5.360407620456481,0.1143764407873228,32.0978257325931,0.9096149407903308,2.1167024515067463,-39.27471819937943,-5.258986795818345,-73.78719254466309,-79.72622089202402
study2_near_sub42,near,2,-1.3636229999999998,-0.840024,0.29636882318139857,4.575437555178811,0.013836264430058663,1.5801032338180314,7.72183344261511e-07,48.39843415524815,-89.03591232184928,-76.18436533475203,-56.2387351283311,30.93282697819292
study2_near_sub43,near,2,-2.563712,-2.040113,0.8966989817933452,0.8382439839040344,0.09384470252633191,1.5505187849087771,0.905018173421661,3.935286812450552e-17,-81.49213119872354,-77.08140161876902,-129.07946260755912,-136.10754079407147
study2_near_sub44,near,2,-2.406027,-1.882428,0.9995430309515108,2.3241856578592817,0.887899262540846,1.115934773511936,0.9969070773428163,1.6900307299332753,-85.98819198942138,-88.22515330447561,-82.33950242391327,-105.00822295631058
study2_near_sub45,near,2,-1.23302,-0.709422,0.8972827646263078,0.24835033973971898,0.09381290972900587,0.10733781234521363,0.10324674439355445,0.003711194516124657,-114.52390728421949,-108.60111519531921,-125.27921913218744,-124.20839011234283
study2_near_sub46,near,2,-1.457853,-0.934254,0.36233267613121956,26.035403013028606,0.03326275853863111,18.412386627403773,0.021463721058141413,4.510001082135297,-43.95337331028626,-6.634172186894126,-71.83214540095786,-44.04704953794519
study2_near_sub47,near,2,2.423062,1.899463,0.9748675295559912,2.3907075956905603,0.33519935093876174,3.5927166599665625,0.9955908230236796,5.031928040452887,-59.09728215465241,-55.05589172509922,-40.251837335468224,-78.93536574966959
study2_near_sub51,near,2,2.125294,1.6016959999999998,0.9627235317537517,1.2288804932278017,0.23589995331038335,0.8405256950297193,0.9496798696699326,1.3118167224309054,-91.97942274013302,-91.39307152529216,-90.43531686374553,-100.43288790513647
study2_near_sub52,near,2,-2.260193,-1.736595,0.9754207542322227,1.7114556465768547,0.25339052521416155,3.2824376259532104,0.985932238571947,1.6536551433074855,-60.249333448034804,-54.992220391808544,-83.02332376510792,-103.07639509295683
study2_near_sub53,near,2,1.132722,0.609124,0.9995255280370343,28.692467813782493,5.3427734360204545e-05,61.763744049622574,0.9727540586644186,19.987439958654676,-43.340804910888316,34.48513014381553,3.0952680865123696,-25.69780790726946
study2_near_sub57,near,2,1.5410890000000002,1.01749,0.9119627530282837,0.5373285004629691,0.08321829468004106,1.8461670925727165,0.9066078400256141,0.6906665469135523,-79.19722442867295,-71.14968150870298,-104.73613972765159,-107.4703712441024
study2_near_sub58,near,2,2.348,1.824401,0.9954029397065881,1.422421470772152,0.9338177042912916,1.3861931114004393,0.9822055667173951,0.9888665723917355,-79.85849795616375,-91.3757890773511,-97.70271762071451,-115.70385755328262
study2_near_sub59,near,2,-2.533951,-2.010352,0.9464892961995944,3.3073720590839684,0.028862843782127917,11.883303427015088,0.7750585676265539,8.144101771878406,-55.09026155198511,-14.52713065440155,-36.65223990493824,-47.206362351605314
study2_near_sub6,near,2,-1.595419,-1.07182,0.5958910729786221,1.6327663026713102,0.18934919475345444,50.38197035995232,0.0013542155668507382,31.64618317654724,-40.82655134943822,-1.8618137813102926,-38.64792209618281,18.004835857521517
study2_near_sub61,near,2,1.144798,0.6212,0.9102241973732325,1.4347903892783642,2.695301465788402e-07,39.757194454745516,0.8136357099975476,8.673793841312348,-53.87420022748029,22.466485449499757,-30.216044673460228,-43.77649530085625
study2_near_sub63,near,2,1.97365,1.450051,0.9063093607911397,1.2310908192225618,0.7032960091821884,1.7355468296994974,0.9038291782447189,1.5190981167765976,-75.26612439510575,-78.02674353554202,-86.52065974498794,-91.10312754646569
study2_near_sub64,near,2,-2.199331,-1.675732,0.9941759701319358,1.0233211406588267,0.09108205525683502,1.3164049558572908,0.9789849653748199,0.9044841550282429,-86.67950433706179,-81.66464259573436,-99.54350806269183,-113.51224126966747
study2_near_sub65,near,2,-2.22922,-1.705621,0.9730251408793895,1.1769588205742596,0.022827885322017342,4.83209729878513,0.9423509041936565,1.3988929684451963,-68.98357340428993,-38.067934883396305,-88.49735240208561,-100.67825760462867
study2_near_sub66,near,2,1.891034,1.3674349999999997,0.9200643533268236,0.44782400147212514,0.03743514455330236,6.812955625915973,0.5019807957906612,9.048954920417852,-55.24434212303393,-28.910054704999887,-37.682019888949206,-40.746815308252664
study2_near_sub68,near,2,-1.24916,-0.725561,0.4969801559793908,2.9794039256360603,0.00030510052672998866,43.6718465003333,0.02679301223183435,2.6438970735154586,-42.02283854681282,25.034185293462116,-82.22734203207929,-64.41227963057679
study2_near_sub7,near,2,1.554983,1.031385,0.9021687333970201,0.9013020346888773,8.60027405143222e-06,29.636164808855334,9.689226613329179e-05,10.721890194253811,-54.54091415898363,14.412573770646938,-76.11055205263058,-15.479269186443073
study2_near_sub70,near,2,-1.515903,-0.992304,0.8967925511546615,0.5061668913873796,0.013729360602934677,5.338970536207187,3.162111067339653e-05,12.19357128970385,-66.46947448678299,-34.48979786623133,-75.62466087495271,-11.424957158355127
study2_near_sub71,near,2,1.99111,1.467511,0.9051441399667035,1.4934842482959663,0.03748746061396895,14.654196479208702,0.00031619734543466665,42.99702071521768,-48.64690880398399,-11.962711758977811,-46.283658581552054,27.316184799064622
study2_near_sub72,near,2,-1.380381,-0.8567819999999999,0.9075094617017683,1.3502856375007108,0.036402806063313635,5.341818135410358,0.008819963390982736,6.633680141374725,-52.145983527122766,-34.18159782955212,-59.59285443741987,-30.852239405905156
study2_near_sub73,near,2,1.8922669999999997,1.3686680000000002,0.9345398185379951,2.064523246295105,0.09658886163315492,1.3531764704923368,0.9039095864288346,1.0396745732755903,-84.27207049736708,-81.0750307495764,-96.79950540413999,-99.2201061981003
study2_near_sub75,near,2,1.299394,0.775795,0.116674467568455,0.20415426993745112,0.021956666230114674,1.0437585119379262,0.09560273695715057,1.1616227978860516,-98.18527144167766,-86.87683146812154,-97.27958257782234,-94.18762392507807
study2_near_sub8,near,2,-1.702978,-1.179379,0.9576041440463093,1.5842453580860674,0.006471211878611494,0.9285314375296794,0.09548317602967173,0.6126790639539514,-101.87778977096946,-89.21765842128734,-108.97692429503851,-106.75644184374228
study2_near_sub9,near,2,2.405043,1.881444,0.9781402600829805,1.5538231320488953,0.9309490910155522,1.7155611904304733,0.9874541872613043,1.5396092079559092,-73.53894477332508,-83.99831729260005,-85.55681168464025,-101.74119828423005
